income,expenses,total_savings,monthly_savings,membership_duration,loan_amount,duration,num_dependents,expected_return,guarantor_salary,collateral_value,collateral_type,collateral_type_score,has_guarantor,business_type,purpose,borrower_type,default_probability,defaulted
10746,5900,12394,2056,26,137489,8,2,234223,2680,36803,equipment,0.5,1,Agriculture,Agricultural Input,farmer,1.0,1
4512,3017,53660,2200,10,143155,22,4,156024,3057,0,none,0.0,1,Agriculture,Working Capital,farmer,1.0,1
10335,4442,42244,1566,40,58911,18,1,142728,0,39550,savings,0.7,0,Food & Beverage,Working Capital,small_trader,0.4732,0
24806,10082,94494,5548,34,53708,22,2,103878,14300,43000,other,0.2,1,Wholesale,Business Expansion,small_trader,0.1545,0
8359,4717,29574,3663,27,63655,21,3,106310,2517,0,none,0.0,1,Agriculture,Equipment Purchase,farmer,1.0,1
17659,8897,20566,5948,12,244374,10,2,428355,0,99798,vehicle,0.8,0,Transport,Vehicle Purchase,transport_worker,1.0,1
10654,5052,59498,5639,30,97017,28,1,322939,8445,68065,vehicle,0.8,1,Manufacturing,Business Expansion,micro_entrepreneur,0.5538,1
17229,9219,161372,6037,22,52898,27,5,181659,0,104958,vehicle,0.8,0,Services,Working Capital,micro_entrepreneur,0.1925,0
34175,17876,250609,4207,20,277397,33,2,618290,43384,675735,savings,0.7,1,Other,Education,civil_servant,0.3308,0
18763,8647,249851,19832,12,71554,18,0,243991,21661,199613,savings,0.7,1,Other,Construction Project,professional,0.2625,0
13254,8010,68416,3347,4,20396,8,1,34773,12277,0,none,0.0,1,Transport,Vehicle Purchase,transport_worker,1.0,1
16522,8803,118167,3496,27,177997,17,4,408068,19925,292579,property,1.0,1,Technology,Working Capital,micro_entrepreneur,1.0,1
28991,15605,17043,1537,47,48382,7,2,166071,22291,60561,vehicle,0.8,1,Services,Equipment Purchase,micro_entrepreneur,0.4475,0
2631,2253,2276,1030,1,79712,11,5,103987,0,5551,other,0.2,0,Services,Medical Emergency,daily_laborer,1.0,1
22062,11962,258024,9346,37,247097,34,3,419273,14677,611262,property,1.0,1,Services,Education,civil_servant,0.4158,1
17613,11753,99224,4047,15,89936,6,5,97799,11498,0,none,0.0,1,Transport,Vehicle Purchase,transport_worker,1.0,1
21161,9416,122102,18446,45,394478,16,1,907391,14862,359981,property,1.0,1,Other,Business Expansion,professional,1.0,1
9782,5165,118300,1117,35,201506,7,5,485684,5748,150756,equipment,0.5,1,Food & Beverage,Working Capital,small_trader,1.0,1
6450,4778,7510,1427,14,96415,5,7,106800,0,11805,other,0.2,0,Services,Medical Emergency,daily_laborer,1.0,1
6593,5635,4622,1467,17,93988,7,3,101695,0,5036,other,0.2,0,Construction,Working Capital,daily_laborer,1.0,1
15486,9922,95075,7880,41,30070,16,2,55311,9508,10909,equipment,0.5,1,Retail Trade,Working Capital,small_trader,0.3245,0
6173,3299,99864,2343,7,200549,16,3,237925,0,0,none,0.0,0,Transport,Vehicle Purchase,transport_worker,1.0,1
15320,11184,37062,1650,19,112954,13,4,98064,0,60951,other,0.2,0,Construction,Equipment Purchase,construction,1.0,1
18057,9042,155047,5895,43,201651,13,5,509346,17355,228456,equipment,0.5,1,Technology,Working Capital,micro_entrepreneur,1.0,1
2270,1519,23873,1252,12,84711,9,8,55095,648,0,none,0.0,1,Other,Medical Emergency,daily_laborer,1.0,1
21083,12999,18346,5782,11,136429,14,3,242764,0,105759,other,0.2,0,Wholesale,Equipment Purchase,small_trader,1.0,1
9233,5967,42672,1023,18,163268,12,2,280734,3074,0,none,0.0,1,Construction,Equipment Purchase,construction,1.0,1
6089,2713,145129,3882,32,223311,10,1,292508,5312,175609,savings,0.7,1,Food & Beverage,Working Capital,small_trader,1.0,1
9595,5083,205707,10679,12,92559,17,1,148845,6033,227102,vehicle,0.8,1,Retail Trade,Construction Project,civil_servant,1.0,1
8625,4514,31347,2651,10,74730,11,5,65763,0,40530,other,0.2,0,Agriculture,Agricultural Input,farmer,1.0,1
26440,11643,222721,10946,41,229718,19,2,422601,27282,531324,property,1.0,1,Other,Construction Project,civil_servant,0.4795,1
7070,4741,19409,403,2,89822,8,3,79652,0,0,none,0.0,0,Construction,Other,daily_laborer,1.0,1
5847,3053,94108,4180,26,25624,13,5,26261,3277,7296,equipment,0.5,1,Agriculture,Equipment Purchase,farmer,0.6112,0
15291,8308,44254,8745,25,323032,20,1,520735,13439,331677,property,1.0,1,Retail Trade,Working Capital,micro_entrepreneur,1.0,1
17075,9153,20330,1211,22,154807,14,1,250778,5658,0,none,0.0,1,Construction,Equipment Purchase,construction,1.0,1
22924,13792,10511,3104,23,84320,7,1,165693,7957,53028,equipment,0.5,1,Wholesale,Equipment Purchase,small_trader,1.0,1
13453,9144,119741,4643,35,201033,29,4,217068,10124,142029,savings,0.7,1,Transport,Working Capital,transport_worker,1.0,1
11357,5578,19123,2444,17,145700,7,7,119056,0,0,none,0.0,0,Agriculture,Equipment Purchase,farmer,1.0,1
22031,13569,66948,6289,12,22413,3,4,37723,6757,26799,other,0.2,1,Retail Trade,Equipment Purchase,small_trader,0.6008,0
22341,14257,66680,4445,46,97346,19,2,196852,24471,137894,equipment,0.5,1,Retail Trade,Business Expansion,small_trader,0.5582,1
6123,2840,83858,2035,13,149526,3,1,242799,4023,58021,savings,0.7,1,Wholesale,Business Expansion,small_trader,1.0,1
26953,13723,270301,5048,30,64773,23,0,132012,21199,143848,savings,0.7,1,Services,Education,civil_servant,0.0758,1
14395,9606,50914,1879,10,86061,12,5,137578,0,8995,other,0.2,0,Agriculture,Equipment Purchase,farmer,1.0,1
12450,5381,239952,6543,59,169393,28,1,456089,7015,225231,property,1.0,1,Services,Working Capital,civil_servant,0.522,1
25560,12741,196718,7377,10,36427,11,4,62079,12369,34617,property,1.0,1,Services,Working Capital,micro_entrepreneur,0.1925,0
8852,5111,192313,9628,25,234467,23,2,533867,9879,204760,equipment,0.5,1,Technology,Working Capital,micro_entrepreneur,1.0,1
5442,3796,20634,1097,17,56423,5,6,83470,1253,7817,other,0.2,1,Other,Other,daily_laborer,1.0,1
21510,12859,38127,6596,41,100962,22,1,123664,17599,78708,savings,0.7,1,Food & Beverage,Equipment Purchase,small_trader,0.5157,1
15218,8523,188513,5763,8,135000,17,2,305071,7746,158474,property,1.0,1,Retail Trade,Working Capital,micro_entrepreneur,1.0,1
6945,4185,87770,372,19,52611,12,4,89228,3524,10216,other,0.2,1,Agriculture,Equipment Purchase,farmer,1.0,1
16793,8926,33542,9389,22,51253,17,3,124546,7555,87682,equipment,0.5,1,Services,Equipment Purchase,micro_entrepreneur,0.3412,0
17708,9179,26293,1199,8,85060,15,6,78462,9180,31944,other,0.2,1,Construction,Business Expansion,construction,1.0,1
27878,12617,264793,5729,58,374959,28,1,538807,0,396438,property,1.0,0,Other,Working Capital,civil_servant,0.692,1
7037,3667,51553,3563,10,117243,12,3,198572,1847,0,none,0.0,1,Construction,Working Capital,construction,1.0,1
15044,8791,65807,3457,20,224001,19,4,732215,8785,405547,property,1.0,1,Technology,Working Capital,micro_entrepreneur,1.0,1
22736,11244,114961,1497,25,297672,19,2,521569,15201,201751,equipment,0.5,1,Wholesale,Business Expansion,small_trader,1.0,1
32098,14080,193914,8128,40,289974,13,2,402369,31702,297325,savings,0.7,1,Retail Trade,Construction Project,civil_servant,1.0,1
17280,8671,43000,1459,22,78478,12,3,129699,7306,65800,vehicle,0.8,1,Transport,Vehicle Purchase,transport_worker,0.628,1
24321,11308,158713,4342,9,143055,24,0,476784,30085,132689,vehicle,0.8,1,Retail Trade,Equipment Purchase,micro_entrepreneur,0.3625,0
6313,4309,39640,4331,13,107760,7,5,194323,0,0,none,0.0,0,Agriculture,Working Capital,farmer,1.0,1
3414,1782,78002,1264,27,120158,9,3,167688,2277,0,none,0.0,1,Agriculture,Equipment Purchase,farmer,1.0,1
12523,7565,98662,3307,31,189699,22,4,169665,2949,0,none,0.0,1,Agriculture,Working Capital,farmer,1.0,1
4212,2964,16591,1266,6,28984,5,8,24905,1738,0,none,0.0,1,Other,Other,daily_laborer,1.0,1
10034,4125,81545,4318,35,167894,17,4,482532,7113,416395,vehicle,0.8,1,Retail Trade,Construction Project,civil_servant,1.0,1
27654,10275,215030,2464,58,210705,10,1,409642,34385,230742,vehicle,0.8,1,Other,Construction Project,civil_servant,1.0,1
15223,6976,164826,9857,40,205366,14,1,431461,12214,367302,vehicle,0.8,1,Retail Trade,Business Expansion,micro_entrepreneur,1.0,1
6003,3968,44983,2261,16,164960,16,4,189172,0,63824,savings,0.7,0,Transport,Equipment Purchase,transport_worker,1.0,1
6029,4184,27623,443,5,82346,3,3,82648,0,139,other,0.2,0,Other,Other,daily_laborer,1.0,1
27216,14866,183775,4225,32,249617,8,3,740394,35179,302057,vehicle,0.8,1,Services,Construction Project,civil_servant,1.0,1
6306,4266,52921,3552,23,173581,3,4,271342,0,59466,other,0.2,0,Construction,Equipment Purchase,construction,1.0,1
19147,10614,65095,1465,29,224339,26,3,394539,6283,0,none,0.0,1,Transport,Equipment Purchase,transport_worker,1.0,1
5885,4528,24626,731,10,5261,6,2,6258,0,1169,other,0.2,0,Other,Working Capital,daily_laborer,0.7188,1
50469,22360,437357,3210,58,306059,47,1,819883,46440,398174,property,1.0,1,Technology,Business Expansion,professional,0.135,0
9263,4528,68328,3145,8,16938,17,3,15307,0,10490,other,0.2,0,Agriculture,Working Capital,farmer,0.42,1
25127,13817,58298,6734,30,350353,20,0,820513,12635,713015,vehicle,0.8,1,Retail Trade,Working Capital,civil_servant,1.0,1
12642,6810,20746,830,34,199709,11,3,324160,7608,296817,savings,0.7,1,Food & Beverage,Working Capital,small_trader,1.0,1
6434,3635,70421,6297,47,204529,4,1,474815,6706,195091,equipment,0.5,1,Retail Trade,Equipment Purchase,small_trader,1.0,1
41574,18610,64120,9936,24,762196,18,2,1224760,37613,1925166,vehicle,0.8,1,Services,Education,professional,1.0,1
54244,21878,223313,4254,30,727405,12,1,2784430,53449,774567,property,1.0,1,Services,Construction Project,professional,1.0,1
35745,15061,198928,14225,18,389141,15,0,1417679,39950,606638,savings,0.7,1,Services,Construction Project,professional,1.0,1
12658,5765,125447,5180,24,284318,4,6,709764,0,156741,savings,0.7,0,Food & Beverage,Working Capital,small_trader,1.0,1
5221,3574,35128,2077,23,78707,12,3,132519,0,0,none,0.0,0,Construction,Equipment Purchase,construction,1.0,1
14451,8950,15639,6594,21,259293,19,3,529168,15992,285337,other,0.2,1,Food & Beverage,Working Capital,small_trader,1.0,1
30050,12227,250915,7081,54,242668,6,3,310793,42954,312835,property,1.0,1,Other,Education,civil_servant,1.0,1
16576,7173,285466,21062,26,661604,27,0,2609881,19336,994211,savings,0.7,1,Other,Education,professional,1.0,1
15580,5528,204277,3359,57,382953,33,1,470198,0,614842,property,1.0,0,Other,Construction Project,civil_servant,1.0,1
17734,8955,45985,1564,8,77105,12,2,131398,6433,5771,equipment,0.5,1,Construction,Equipment Purchase,construction,0.6612,1
10302,6077,96306,3248,13,65554,18,6,76317,8186,0,none,0.0,1,Agriculture,Agricultural Input,farmer,1.0,1
7535,4264,13409,3162,14,40458,15,5,36049,0,12010,livestock,0.4,0,Agriculture,Equipment Purchase,farmer,1.0,1
58258,21271,492585,7519,16,284427,43,2,523096,51274,659547,vehicle,0.8,1,Services,Business Expansion,professional,0.0925,0
17940,11764,78679,3326,26,109891,26,4,186573,16498,0,none,0.0,1,Transport,Equipment Purchase,transport_worker,1.0,1
56654,18594,485914,14104,33,180978,35,1,439171,37382,499140,property,1.0,1,Services,Business Expansion,professional,0.0713,0
16759,9812,99765,4816,33,194018,7,5,376020,0,0,none,0.0,0,Transport,Working Capital,transport_worker,1.0,1
2205,1545,7341,1037,5,61961,11,7,51607,0,3882,other,0.2,0,Construction,Other,daily_laborer,1.0,1
22885,12843,50355,2951,43,23817,9,4,29112,23657,34514,equipment,0.5,1,Food & Beverage,Business Expansion,small_trader,0.2182,0
25832,12660,66346,5701,25,235637,16,1,549877,13648,124864,vehicle,0.8,1,Manufacturing,Business Expansion,micro_entrepreneur,1.0,1
34923,16127,116713,3811,28,167837,8,1,341653,40396,395856,vehicle,0.8,1,Retail Trade,Construction Project,civil_servant,1.0,1
21393,10452,124050,11334,13,184640,35,2,362309,23017,244691,vehicle,0.8,1,Retail Trade,Working Capital,civil_servant,0.3945,0
9165,4136,36532,1704,19,268058,19,5,588656,10069,188609,other,0.2,1,Wholesale,Business Expansion,small_trader,1.0,1
3256,2147,26300,1153,4,98550,7,8,99045,0,377,other,0.2,0,Services,Medical Emergency,daily_laborer,1.0,1
33879,14778,178322,7099,42,306846,12,2,824388,26373,518755,vehicle,0.8,1,Retail Trade,Vehicle Purchase,civil_servant,1.0,1
24689,10409,60660,8551,36,315757,21,4,692591,33988,530443,property,1.0,1,Other,Construction Project,civil_servant,1.0,1
6442,3702,47319,5639,18,259860,15,4,500676,0,179886,property,1.0,0,Services,Working Capital,micro_entrepreneur,1.0,1
17361,11020,35083,3450,16,235937,20,1,354412,0,144233,vehicle,0.8,0,Transport,Vehicle Purchase,transport_worker,1.0,1
20344,9184,55036,4151,45,280884,7,3,343829,14536,245059,other,0.2,1,Food & Beverage,Working Capital,small_trader,1.0,1
29361,9423,372535,9593,19,160792,23,2,385258,20177,417153,property,1.0,1,Technology,Vehicle Purchase,professional,0.2625,0
6303,4126,4047,603,3,12155,8,7,15225,0,0,none,0.0,0,Services,Other,daily_laborer,1.0,1
11979,7768,97047,2994,12,173819,19,4,237833,9079,0,none,0.0,1,Agriculture,Equipment Purchase,farmer,1.0,1
5674,4209,8476,155,13,40354,10,4,35242,0,7277,other,0.2,0,Construction,Working Capital,daily_laborer,1.0,1
6926,3536,21060,3941,9,96213,15,6,150086,0,0,none,0.0,0,Agriculture,Working Capital,farmer,1.0,1
7080,6352,3088,163,3,41515,4,8,21718,1231,5434,other,0.2,1,Construction,Other,daily_laborer,1.0,1
34995,15111,247895,18341,42,135985,40,2,426936,29437,192533,vehicle,0.8,1,Other,Construction Project,professional,0.135,1
8428,4418,37449,1551,5,69781,16,2,103649,0,6778,other,0.2,0,Construction,Business Expansion,construction,1.0,1
34380,11102,371418,7790,20,318742,35,0,624464,35221,418989,savings,0.7,1,Other,Construction Project,professional,0.3262,0
2701,2013,7771,240,2,79106,10,8,107105,0,14132,other,0.2,0,Other,Medical Emergency,daily_laborer,1.0,1
24886,13236,116200,1480,23,112988,35,1,366746,17590,109420,property,1.0,1,Services,Equipment Purchase,micro_entrepreneur,0.1712,0
24164,10884,67495,2715,19,93583,25,3,201576,36034,48982,savings,0.7,1,Retail Trade,Education,civil_servant,0.2245,0
15520,10672,79497,2502,18,217920,9,2,343720,0,94695,savings,0.7,0,Transport,Equipment Purchase,transport_worker,1.0,1
15717,7396,284450,16668,16,374461,20,1,1033601,19951,922874,savings,0.7,1,Services,Education,professional,1.0,1
22155,13283,159335,3615,19,241846,32,3,595010,23127,137497,vehicle,0.8,1,Technology,Working Capital,micro_entrepreneur,0.575,0
34076,16459,375886,20943,53,779470,39,2,1881301,41504,1671199,vehicle,0.8,1,Services,Business Expansion,professional,1.0,1
8411,4716,145632,9877,28,293584,23,5,847355,7642,314559,vehicle,0.8,1,Retail Trade,Equipment Purchase,micro_entrepreneur,1.0,1
22269,11201,164592,3122,26,178572,16,5,505841,19139,245928,property,1.0,1,Technology,Business Expansion,micro_entrepreneur,1.0,1
31685,16648,119210,5074,59,261685,21,4,448403,24327,578688,savings,0.7,1,Other,Working Capital,civil_servant,0.5858,1
6293,4592,10667,1134,5,90192,8,5,68974,0,0,none,0.0,0,Services,Medical Emergency,daily_laborer,1.0,1
18963,8966,57062,3020,6,183119,17,6,221619,5825,130300,other,0.2,1,Wholesale,Business Expansion,small_trader,1.0,1
6532,4020,7630,3229,21,141917,7,1,158997,0,66637,other,0.2,0,Construction,Equipment Purchase,construction,1.0,1
58484,26088,185215,15655,40,67511,18,2,169242,75760,185947,savings,0.7,1,Other,Construction Project,professional,0.0713,0
19633,10392,49245,11523,43,170627,11,2,264506,21936,182527,property,1.0,1,Other,Working Capital,civil_servant,1.0,1
13537,8074,69048,4080,25,85630,15,6,106898,3484,82518,other,0.2,1,Agriculture,Working Capital,farmer,1.0,1
25248,9628,60901,23212,30,791417,39,0,2493336,20686,1754453,vehicle,0.8,1,Other,Education,professional,1.0,1
4500,2269,29027,1024,20,171289,6,2,164415,0,0,none,0.0,0,Construction,Equipment Purchase,construction,1.0,1
22653,9069,123337,3406,55,245854,18,2,714232,24606,172488,savings,0.7,1,Services,Construction Project,civil_servant,1.0,1
31564,11758,219995,7177,16,119500,6,2,208202,25164,234278,vehicle,0.8,1,Services,Education,civil_servant,1.0,1
14366,8810,140701,7514,11,126975,3,6,195304,13553,185257,savings,0.7,1,Retail Trade,Equipment Purchase,small_trader,1.0,1
4825,3941,28735,1024,10,85518,8,3,69675,0,21681,other,0.2,0,Other,Medical Emergency,daily_laborer,1.0,1
8309,3656,293818,2582,38,392214,22,0,881669,8472,403412,vehicle,0.8,1,Retail Trade,Vehicle Purchase,civil_servant,1.0,1
4202,3633,9966,844,3,83377,9,5,43848,0,0,none,0.0,0,Other,Other,daily_laborer,1.0,1
11427,6326,19615,600,19,75033,15,4,108122,4898,34408,equipment,0.5,1,Construction,Equipment Purchase,construction,1.0,1
13897,6021,268485,4905,17,161830,33,1,382864,11848,83165,vehicle,0.8,1,Other,Working Capital,civil_servant,0.5007,1
9352,6298,44635,2309,23,62219,12,3,84221,6731,23263,savings,0.7,1,Transport,Working Capital,transport_worker,1.0,1
6375,5285,14321,1064,8,36876,7,8,32619,0,10170,other,0.2,0,Services,Other,daily_laborer,1.0,1
6225,3186,19698,2453,19,46310,4,5,47962,0,0,none,0.0,0,Construction,Working Capital,construction,1.0,1
13762,8318,86905,7494,45,39405,12,4,54528,12522,49372,other,0.2,1,Food & Beverage,Working Capital,small_trader,0.5582,0
15126,7375,137810,3246,25,209871,14,3,347014,0,98787,other,0.2,0,Food & Beverage,Business Expansion,small_trader,1.0,1
8014,4014,72506,9582,39,239475,21,1,826812,3976,429858,property,1.0,1,Technology,Working Capital,micro_entrepreneur,1.0,1
44733,15916,393240,5651,48,379796,42,2,927195,0,380332,savings,0.7,0,Services,Vehicle Purchase,professional,0.39,1
23663,10676,114757,8143,18,221069,26,3,504229,27267,144776,equipment,0.5,1,Retail Trade,Business Expansion,micro_entrepreneur,0.575,1
5698,4296,15588,1077,8,23142,7,4,18299,1570,0,none,0.0,1,Other,Other,daily_laborer,1.0,1
11828,5948,18802,1786,35,58797,14,2,75064,9129,54963,equipment,0.5,1,Agriculture,Working Capital,farmer,1.0,1
18166,9254,48745,4818,20,281202,22,4,419504,0,375401,savings,0.7,0,Wholesale,Working Capital,small_trader,1.0,1
26531,8273,201877,13120,44,534478,46,0,1251132,31933,849739,savings,0.7,1,Services,Construction Project,professional,0.6025,1
9084,3671,105087,1351,23,188471,22,2,259083,7787,266445,equipment,0.5,1,Wholesale,Business Expansion,small_trader,1.0,1
9134,4548,277880,4440,53,138120,33,3,365856,13361,223529,vehicle,0.8,1,Other,Working Capital,civil_servant,0.4795,1
12644,5948,111077,7005,33,163245,6,1,272380,10272,146518,savings,0.7,1,Wholesale,Business Expansion,small_trader,1.0,1
6361,3094,32471,1755,21,136103,12,6,163786,3337,135695,other,0.2,1,Agriculture,Agricultural Input,farmer,1.0,1
6695,4448,14868,993,12,10555,6,6,5974,2446,1850,other,0.2,1,Services,Other,daily_laborer,0.7188,0
5386,4772,28487,198,11,9023,8,2,13050,0,2451,other,0.2,0,Other,Other,daily_laborer,1.0,1
11490,5260,87668,951,9,43377,23,6,76414,4616,0,none,0.0,1,Agriculture,Agricultural Input,farmer,1.0,1
23391,10650,199515,8853,19,108658,17,2,230261,22432,171686,equipment,0.5,1,Services,Business Expansion,micro_entrepreneur,0.3412,0
14236,6813,91335,6055,23,196181,17,5,211473,0,236884,savings,0.7,0,Wholesale,Business Expansion,small_trader,1.0,1
2183,1468,3233,657,14,85185,9,8,70095,269,0,none,0.0,1,Other,Medical Emergency,daily_laborer,1.0,1
16611,11288,31140,2473,9,199842,14,4,232932,0,122803,other,0.2,0,Construction,Working Capital,construction,1.0,1
28508,15611,273349,8342,27,124099,30,4,266289,17473,87027,savings,0.7,1,Services,Construction Project,civil_servant,0.3095,1
9916,6234,56956,7656,28,196832,14,1,307792,8534,101950,equipment,0.5,1,Food & Beverage,Equipment Purchase,small_trader,1.0,1
10438,5664,109457,5444,7,52857,26,2,61804,6175,53261,vehicle,0.8,1,Transport,Equipment Purchase,transport_worker,0.4368,0
3919,2867,20515,843,7,19163,3,3,11640,0,1738,other,0.2,0,Construction,Medical Emergency,daily_laborer,1.0,1
6313,3184,29146,2606,34,168125,11,4,228215,0,166441,equipment,0.5,0,Agriculture,Agricultural Input,farmer,1.0,1
11070,5530,54367,4165,17,289251,9,1,517824,4422,213546,savings,0.7,1,Retail Trade,Equipment Purchase,small_trader,1.0,1
26134,12189,297356,4011,37,270854,25,2,703806,32030,211701,vehicle,0.8,1,Retail Trade,Working Capital,civil_servant,0.4795,0
14457,8475,44171,1631,3,119053,4,1,182275,9823,93725,other,0.2,1,Construction,Working Capital,construction,1.0,1
26445,12197,387574,19438,57,414962,36,3,1119916,23451,625179,savings,0.7,1,Services,Education,professional,0.5387,0
12359,7621,34334,1674,29,158833,12,3,233768,3084,0,none,0.0,1,Agriculture,Equipment Purchase,farmer,1.0,1
32217,14627,150852,7357,19,256985,16,4,386489,35377,223178,vehicle,0.8,1,Services,Education,civil_servant,0.5645,0
27329,13404,138568,8257,14,168815,20,1,398380,19804,90496,property,1.0,1,Services,Business Expansion,micro_entrepreneur,0.575,1
9942,5010,68616,5761,16,116630,29,4,200507,9765,74053,vehicle,0.8,1,Transport,Equipment Purchase,transport_worker,0.5855,0
30567,12729,217276,9596,43,86090,32,2,147080,16431,137175,savings,0.7,1,Services,Working Capital,civil_servant,0.1395,0
23590,11000,154130,1411,16,282388,28,2,398156,18071,188686,vehicle,0.8,1,Services,Working Capital,micro_entrepreneur,0.6812,1
18008,8159,27081,5849,10,299134,6,4,483718,5853,119030,savings,0.7,1,Wholesale,Equipment Purchase,small_trader,1.0,1
7967,3529,133027,4820,42,124033,15,4,183405,5993,49144,savings,0.7,1,Food & Beverage,Working Capital,small_trader,1.0,1
5703,4424,25735,1092,16,31752,6,6,46563,643,0,none,0.0,1,Construction,Medical Emergency,daily_laborer,1.0,1
10383,6702,63606,2080,20,143250,4,4,271666,0,136013,equipment,0.5,0,Retail Trade,Equipment Purchase,small_trader,1.0,1
21829,10609,41251,2390,46,56671,8,0,165575,18625,140724,savings,0.7,1,Other,Construction Project,civil_servant,0.4795,0
35768,12914,150043,7684,31,793839,12,0,1564642,32807,1151610,savings,0.7,1,Other,Construction Project,professional,1.0,1
17324,7226,294201,10493,45,299011,22,4,625909,11486,159110,savings,0.7,1,Other,Education,civil_servant,1.0,1
27416,15133,148198,1764,12,66388,33,3,201916,33855,120658,property,1.0,1,Services,Business Expansion,micro_entrepreneur,0.1075,0
32386,15246,185685,7367,29,320687,13,4,900865,39817,670829,property,1.0,1,Retail Trade,Education,civil_servant,1.0,1
7002,5219,24900,566,8,63471,3,8,68142,0,13340,other,0.2,0,Services,Medical Emergency,daily_laborer,1.0,1
2450,1787,4358,1429,6,72755,8,2,77218,0,10245,other,0.2,0,Other,Medical Emergency,daily_laborer,1.0,1
15842,9531,63730,3394,12,124326,11,6,186247,0,0,none,0.0,0,Construction,Business Expansion,construction,1.0,1
16648,7435,36352,2126,8,184583,20,1,198151,17273,175286,equipment,0.5,1,Retail Trade,Equipment Purchase,small_trader,1.0,1
59582,21420,87845,3111,31,522357,23,3,1719346,75125,725722,property,1.0,1,Technology,Business Expansion,professional,1.0,1
20435,11254,86995,5390,47,94524,18,1,281988,0,89076,equipment,0.5,0,Services,Working Capital,micro_entrepreneur,0.4688,0
11173,4279,30537,9046,47,220525,10,0,272223,15540,163848,savings,0.7,1,Other,Education,civil_servant,1.0,1
12903,8437,93805,4252,25,125767,14,5,220628,0,73510,other,0.2,0,Agriculture,Agricultural Input,farmer,1.0,1
34789,16472,195146,1574,13,224166,17,0,661908,20546,201603,savings,0.7,1,Other,Education,civil_servant,0.607,1
31346,14785,166846,3172,15,73530,12,1,138650,23166,81695,property,1.0,1,Retail Trade,Construction Project,civil_servant,0.3308,0
13723,7175,58457,768,33,36746,10,5,63089,0,0,none,0.0,0,Agriculture,Agricultural Input,farmer,1.0,1
6740,5120,13525,879,10,86348,5,7,92041,1469,1074,other,0.2,1,Other,Working Capital,daily_laborer,1.0,1
11225,7607,58751,2233,34,215389,26,3,385425,7871,143591,vehicle,0.8,1,Transport,Equipment Purchase,transport_worker,1.0,1
26400,12240,493616,8639,14,661656,34,3,1409722,27540,1145903,property,1.0,1,Technology,Business Expansion,professional,1.0,1
19247,8570,201617,20488,19,454636,30,0,1094914,19598,1141849,vehicle,0.8,1,Technology,Education,professional,1.0,1
6949,5464,7379,572,7,97428,3,8,144238,0,16550,other,0.2,0,Services,Other,daily_laborer,1.0,1
20327,11474,125345,5462,46,219908,22,4,258523,8419,232189,other,0.2,1,Retail Trade,Equipment Purchase,small_trader,1.0,1
17859,11950,72564,3167,14,42507,8,4,70463,4654,7752,equipment,0.5,1,Construction,Equipment Purchase,construction,0.6188,1
28309,9861,66030,9063,45,369527,30,3,660242,38690,831181,property,1.0,1,Other,Construction Project,professional,1.0,1
4870,2442,70300,1956,27,39963,10,2,77667,1959,8813,other,0.2,1,Agriculture,Equipment Purchase,farmer,1.0,1
6650,4643,17307,204,6,26456,9,5,33098,0,0,none,0.0,0,Services,Other,daily_laborer,1.0,1
22495,6968,227982,21781,48,437866,32,0,1577063,26787,1034273,savings,0.7,1,Technology,Construction Project,professional,1.0,1
2857,2396,21916,629,2,6149,5,2,4489,0,301,other,0.2,0,Construction,Medical Emergency,daily_laborer,1.0,1
19839,11296,45324,7085,13,35017,18,3,79616,8956,38937,other,0.2,1,Retail Trade,Working Capital,small_trader,0.1758,0
12369,6159,9756,4406,8,56870,18,4,105299,2561,56176,other,0.2,1,Agriculture,Working Capital,farmer,1.0,1
6997,3406,14172,363,18,45646,6,5,73762,3334,0,none,0.0,1,Agriculture,Agricultural Input,farmer,1.0,1
20975,7730,279586,22882,15,551455,12,2,1587545,22621,1497046,savings,0.7,1,Services,Vehicle Purchase,professional,1.0,1
19069,9667,94153,4475,34,234063,24,3,281874,15936,231654,savings,0.7,1,Transport,Equipment Purchase,transport_worker,1.0,1
10216,6828,16383,2420,33,164717,15,6,235089,2807,36546,other,0.2,1,Agriculture,Equipment Purchase,farmer,1.0,1
10655,6843,40013,4812,30,172250,9,3,196839,7599,0,none,0.0,1,Agriculture,Equipment Purchase,farmer,1.0,1
56095,17161,215613,7923,51,684476,19,2,2278887,55552,1811246,savings,0.7,1,Services,Construction Project,professional,1.0,1
20742,6948,125255,15892,56,241333,31,0,742784,21616,436567,property,1.0,1,Technology,Business Expansion,professional,0.305,1
7622,6657,2670,336,13,70444,4,5,90225,3418,0,none,0.0,1,Other,Medical Emergency,daily_laborer,1.0,1
56469,18285,123412,10338,55,631608,23,0,1920688,60875,711507,vehicle,0.8,1,Technology,Vehicle Purchase,professional,1.0,1
3973,3540,6002,438,8,80753,9,3,59489,0,12105,other,0.2,0,Other,Medical Emergency,daily_laborer,1.0,1
24300,11871,97558,7253,11,218228,23,4,461299,16936,429270,equipment,0.5,1,Services,Business Expansion,micro_entrepreneur,0.6387,0
11597,6339,25069,3273,35,69014,14,6,100057,0,0,none,0.0,0,Agriculture,Working Capital,farmer,1.0,1
19861,11211,102411,1491,6,107021,26,2,123497,0,105482,vehicle,0.8,0,Transport,Vehicle Purchase,transport_worker,0.5855,1
